uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_json_features,test_datasetdict_from_json_features,function,9,40,36,426,10.65,0,0,"['features', 'jsonl_path', 'tmp_path']","[None, None, None]","[None, None, None]",690,[],"['features.copy', 'Features', 'Value', 'features.items', 'DatasetDict.from_json', '_check_json_datasetdict']",6
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_json_keep_in_memory,test_datasetdict_from_json_keep_in_memory,function,8,23,23,344,14.96,0,0,"['keep_in_memory', 'jsonl_path', 'tmp_path']","[None, None, None]","[None, None, None]",672,[],"['assert_arrow_memory_increases', 'assert_arrow_memory_doesnt_increase', 'DatasetDict.from_json', '_check_json_datasetdict']",4
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_json_splits,test_datasetdict_from_json_splits,function,10,36,32,386,10.72,0,1,"['split', 'jsonl_path', 'tmp_path']","[None, None, None]","[None, None, None]",702,[],"['DatasetDict.from_json', '_check_json_datasetdict', 'splits=list', 'all', 'path.keys']",5
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_parquet_features,test_datasetdict_from_parquet_features,function,9,40,36,434,10.85,0,0,"['features', 'parquet_path', 'tmp_path']","[None, None, None]","[None, None, None]",745,[],"['features.copy', 'Features', 'Value', 'features.items', 'DatasetDict.from_parquet', '_check_parquet_datasetdict']",6
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_parquet_keep_in_memory,test_datasetdict_from_parquet_keep_in_memory,function,8,23,23,352,15.3,0,0,"['keep_in_memory', 'parquet_path', 'tmp_path']","[None, None, None]","[None, None, None]",727,[],"['assert_arrow_memory_increases', 'assert_arrow_memory_doesnt_increase', 'DatasetDict.from_parquet', '_check_parquet_datasetdict']",4
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_parquet_split,test_datasetdict_from_parquet_split,function,10,36,32,398,11.06,0,1,"['split', 'parquet_path', 'tmp_path']","[None, None, None]","[None, None, None]",757,[],"['DatasetDict.from_parquet', '_check_parquet_datasetdict', 'splits=list', 'all', 'path.keys']",5
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_text_features,test_datasetdict_from_text_features,function,9,36,32,390,10.83,0,0,"['features', 'text_path', 'tmp_path']","[None, None, None]","[None, None, None]",799,[],"['features.copy', 'Features', 'Value', 'features.items', 'DatasetDict.from_text', '_check_text_datasetdict']",6
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_text_keep_in_memory,test_datasetdict_from_text_keep_in_memory,function,8,19,19,308,16.21,0,0,"['keep_in_memory', 'text_path', 'tmp_path']","[None, None, None]","[None, None, None]",782,[],"['assert_arrow_memory_increases', 'assert_arrow_memory_doesnt_increase', 'DatasetDict.from_text', '_check_text_datasetdict']",4
repos/datasets/tests/test_dataset_dict.py:test_datasetdict_from_text_split,test_datasetdict_from_text_split,function,10,32,28,348,10.88,0,1,"['split', 'text_path', 'tmp_path']","[None, None, None]","[None, None, None]",811,[],"['DatasetDict.from_text', '_check_text_datasetdict', 'splits=list', 'all', 'path.keys']",5
repos/datasets/tests/test_dataset_dict.py:test_dummy_datasetdict_serialize_fs,test_dummy_datasetdict_serialize_fs,function,13,36,30,559,15.53,1,0,['mockfs'],[None],[None],586,[],"['DatasetDict', 'Dataset.from_dict', 'range', 'dataset_dict.save_to_disk', 'mockfs.isdir', 'mockfs.glob', 'dataset_dict.load_from_disk', 'list']",8
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest,DatasetDictTest,class,165,1294,517,20600,15.92,36,2,[],[],[],25,[],[],0
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:_create_dummy_dataset,DatasetDictTest:_create_dummy_dataset,method,5,29,27,216,7.45,0,1,"['self', 'multiple_columns']","[None, None]","[None, 'False']",26,[],"['Dataset.from_dict', 'np.arange']",2
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:_create_dummy_dataset_dict,DatasetDictTest:_create_dummy_dataset_dict,method,3,9,8,165,18.33,0,0,"['self', 'multiple_columns']","[None, None]","[None, 'False']",36,[],"['DatasetDict', 'self._create_dummy_dataset']",2
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:_create_dummy_iterable_dataset,DatasetDictTest:_create_dummy_iterable_dataset,method,10,38,32,267,7.03,2,1,"['self', 'multiple_columns']","[None, None]","[None, 'False']",44,[],"['gen', 'zip', 'range', 'IterableDataset.from_generator']",4
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:_create_dummy_iterable_dataset_dict,DatasetDictTest:_create_dummy_iterable_dataset_dict,method,3,9,8,191,21.22,0,0,"['self', 'multiple_columns']","[None, None]","[None, 'False']",56,[],"['IterableDatasetDict', 'self._create_dummy_iterable_dataset']",2
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_align_labels_with_mapping,DatasetDictTest:test_align_labels_with_mapping,method,26,133,79,1513,11.38,3,0,['self'],[None],[None],546,[],"['Features', 'Value', 'ClassLabel', 'label2id.items', 'DatasetDict', 'Dataset.from_dict', 'dsets.align_labels_with_mapping', 'self.assertListEqual']",8
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_cast,DatasetDictTest:test_cast,method,12,20,18,348,17.4,1,0,['self'],[None],[None],240,[],"['self._create_dummy_dataset_dict', 'Value', 'dset.cast', 'dset.values', 'self.assertEqual', 'self.assertIsInstance']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_check_values_type,DatasetDictTest:test_check_values_type,method,5,21,15,270,12.86,0,0,['self'],[None],[None],480,[],"['self._create_dummy_dataset_dict', 'self.assertRaises']",2
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_filter,DatasetDictTest:test_filter,method,18,63,50,974,15.46,0,0,['self'],[None],[None],339,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.filter', 'int', 'self.assertListEqual', 'list', 'self.assertEqual', 'filtered_dsets_1.filter']",8
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_flatten,DatasetDictTest:test_flatten,method,8,43,35,526,12.23,0,0,['self'],[None],[None],64,[],"['Dataset.from_dict', 'features=Features', 'Sequence', 'Value', 'DatasetDict', 'dset.flatten', 'self.assertDictEqual', 'self.assertListEqual', 'Features']",9
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_flatten_indices,DatasetDictTest:test_flatten_indices,method,15,31,29,600,19.35,0,0,['self'],[None],[None],458,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.shuffle', 'self.assertIsNotNone', 'dsets_shuffled.flatten_indices', 'self.assertIsNone']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_iterable_filter,DatasetDictTest:test_iterable_filter,method,13,32,32,453,14.16,0,0,['self'],[None],[None],364,[],"['self._create_dummy_iterable_dataset_dict', 'next', 'dsets.filter', 'int', 'self.assertListEqual', 'list', 'self.assertEqual']",7
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_iterable_map,DatasetDictTest:test_iterable_map,method,14,27,27,385,14.26,0,0,['self'],[None],[None],326,[],"['self._create_dummy_iterable_dataset_dict', 'dsets.map', 'len', 'next', 'self.assertListEqual', 'sorted', 'self.assertLessEqual']",7
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_load_from_disk,DatasetDictTest:test_load_from_disk,method,9,24,19,418,17.42,0,0,['self'],[None],[None],533,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.save_to_disk', 'load_from_disk', 'self.assertListEqual', 'self.assertEqual']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_map,DatasetDictTest:test_map,method,15,49,44,784,16.0,0,0,['self'],[None],[None],307,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.map', 'len', 'self.assertListEqual', 'list', 'mapped_dsets_1.map', 'sorted']",8
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_remove_columns,DatasetDictTest:test_remove_columns,method,9,46,20,817,17.76,4,0,['self'],[None],[None],251,[],"['self._create_dummy_dataset_dict', 'dset.remove_columns', 'dset.values', 'self.assertEqual', 'self.assertListEqual']",5
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_rename_column,DatasetDictTest:test_rename_column,method,8,16,14,294,18.38,1,0,['self'],[None],[None],273,[],"['self._create_dummy_dataset_dict', 'dset.rename_column', 'dset.values', 'self.assertEqual', 'self.assertListEqual']",5
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_select_columns,DatasetDictTest:test_select_columns,method,8,54,22,984,18.22,5,0,['self'],[None],[None],281,[],"['self._create_dummy_dataset_dict', 'dset.select_columns', 'dset.values', 'self.assertEqual', 'self.assertListEqual']",5
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_serialization,DatasetDictTest:test_serialization,method,12,85,33,1948,22.92,0,0,['self'],[None],[None],489,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.save_to_disk', 'DatasetDict.load_from_disk', 'self.assertListEqual', 'self.assertEqual']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_set_format_numpy,DatasetDictTest:test_set_format_numpy,method,11,68,38,1275,18.75,5,0,['self'],[None],[None],78,[],"['self._create_dummy_dataset_dict', 'dset.set_format', 'dset.values', 'self.assertEqual', 'self.assertIsInstance', 'dset.reset_format', 'dset.formatted_as']",7
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_set_format_pandas,DatasetDictTest:test_set_format_pandas,method,9,30,23,533,17.77,2,0,['self'],[None],[None],164,[],"['self._create_dummy_dataset_dict', 'dset.set_format', 'dset.values', 'self.assertEqual', 'self.assertIsInstance', 'self.assertListEqual']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_set_format_polars,DatasetDictTest:test_set_format_polars,method,11,34,27,540,15.88,2,0,['self'],[None],[None],180,[],"['self._create_dummy_dataset_dict', 'dset.set_format', 'dset.values', 'self.assertEqual', 'self.assertIsInstance']",5
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_set_format_tf,DatasetDictTest:test_set_format_tf,method,12,46,31,824,17.91,3,0,['self'],[None],[None],141,[],"['self._create_dummy_dataset_dict', 'dset.set_format', 'dset.values', 'self.assertEqual', 'self.assertIsInstance', 'self.assertListEqual']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_set_format_torch,DatasetDictTest:test_set_format_torch,method,11,50,27,964,19.28,3,0,['self'],[None],[None],113,[],"['self._create_dummy_dataset_dict', 'dset.set_format', 'dset.values', 'self.assertEqual', 'self.assertIsInstance', 'self.assertListEqual']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_set_transform,DatasetDictTest:test_set_transform,method,12,56,39,833,14.88,3,0,['self'],[None],[None],197,[],"['transform', 'batch.items', 'self._create_dummy_dataset_dict', 'dset.set_transform', 'dset.values', 'self.assertEqual', 'dset[list', 'dset_split.set_format']",8
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_shuffle,DatasetDictTest:test_shuffle,method,26,104,64,1959,18.84,0,0,['self'],[None],[None],401,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.shuffle', 'self.assertListEqual', 'self.assertEqual', 'self.assertDictEqual', 'Features', 'Value', 'self.assertNotEqual']",9
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_sort,DatasetDictTest:test_sort,method,16,58,43,806,13.9,0,0,['self'],[None],[None],376,[],"['tempfile.TemporaryDirectory', 'self._create_dummy_dataset_dict', 'dsets.sort', 'self.assertListEqual', 'list', 'sorted', 'range', 'sorted_dsets_1.sort']",8
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_with_format,DatasetDictTest:test_with_format,method,11,18,16,287,15.94,1,0,['self'],[None],[None],221,[],"['self._create_dummy_dataset_dict', 'dset.with_format', 'dset.set_format', 'zip', 'dset2.values', 'self.assertDictEqual']",6
repos/datasets/tests/test_dataset_dict.py:DatasetDictTest:test_with_transform,DatasetDictTest:test_with_transform,method,13,32,26,373,11.66,1,0,['self'],[None],[None],229,[],"['transform', 'batch.items', 'self._create_dummy_dataset_dict', 'dset.with_transform', 'dset.set_transform', 'zip', 'dset2.values', 'self.assertDictEqual']",8
repos/datasets/tests/test_dataset_list.py:DatasetListTest,DatasetListTest,class,23,133,93,1382,10.39,1,0,[],[],[],7,[],[],0
repos/datasets/tests/test_dataset_list.py:DatasetListTest:_create_example_dict,DatasetListTest:_create_example_dict,method,3,13,13,80,6.15,0,0,['self'],[None],[None],16,[],['Dataset.from_dict'],1
repos/datasets/tests/test_dataset_list.py:DatasetListTest:_create_example_records,DatasetListTest:_create_example_records,method,1,19,13,109,5.74,0,0,['self'],[None],[None],8,[],[],0
repos/datasets/tests/test_dataset_list.py:DatasetListTest:test_create,DatasetListTest:test_create,method,9,14,14,212,15.14,1,0,['self'],[None],[None],20,[],"['self._create_example_records', 'Dataset.from_list', 'self.assertListEqual', 'enumerate', 'self.assertDictEqual']",5
repos/datasets/tests/test_dataset_list.py:DatasetListTest:test_create_empty,DatasetListTest:test_create_empty,method,4,6,6,99,16.5,0,0,['self'],[None],[None],44,[],"['Dataset.from_list', 'self.assertEqual', 'self.assertListEqual']",3
repos/datasets/tests/test_dataset_list.py:DatasetListTest:test_list_dict_equivalent,DatasetListTest:test_list_dict_equivalent,method,7,17,15,224,13.18,0,0,['self'],[None],[None],27,[],"['self._create_example_records', 'Dataset.from_list', 'Dataset.from_dict', 'self.assertEqual']",4
repos/datasets/tests/test_dataset_list.py:DatasetListTest:test_uneven_records,DatasetListTest:test_uneven_records,method,4,6,6,99,16.5,0,0,['self'],[None],[None],33,[],"['Dataset.from_list', 'self.assertEqual', 'self.assertListEqual']",3
repos/datasets/tests/test_dataset_list.py:DatasetListTest:test_variable_list_records,DatasetListTest:test_variable_list_records,method,4,6,6,99,16.5,0,0,['self'],[None],[None],39,[],"['Dataset.from_list', 'self.assertEqual', 'self.assertListEqual']",3
repos/datasets/tests/test_distributed.py:test_distributed_shuffle_iterable,test_distributed_shuffle_iterable,function,10,45,31,606,13.47,0,0,[],[],[],58,[],"['gen', 'range', 'IterableDataset.from_generator', 'len', 'split_dataset_by_node', 'pytest.raises']",6
repos/datasets/tests/test_distributed.py:test_split_dataset_by_node_iterable,test_split_dataset_by_node_iterable,function,8,43,31,371,8.63,0,0,[],[],[],24,[],"['gen', 'range', 'IterableDataset.from_generator', 'len', 'split_dataset_by_node', 'sum']",6
repos/datasets/tests/test_distributed.py:test_split_dataset_by_node_iterable_sharded,test_split_dataset_by_node_iterable_sharded,function,18,73,50,677,9.27,3,0,['shards_per_node'],[None],[None],39,[],"['gen', 'range', 'IterableDataset.from_generator', 'len', 'split_dataset_by_node', 'sum']",6
repos/datasets/tests/test_distributed.py:test_split_dataset_by_node_map_style,test_split_dataset_by_node_map_style,function,6,35,25,317,9.06,0,0,[],[],[],13,[],"['Dataset.from_dict', 'range', 'len', 'split_dataset_by_node', 'sum']",5
repos/datasets/tests/test_distributed.py:test_torch_distributed_run,test_torch_distributed_run,function,2,8,8,140,17.5,0,0,['streaming'],[None],[None],81,[],[],0
repos/datasets/tests/test_download_manager.py:_test_jsonl,_test_jsonl,function,8,18,16,175,9.72,1,0,"['path', 'file']","[None, None]","[None, None]",144,[],"['path.endswith', 'enumerate', 'json.loads', 'item.keys']",4
repos/datasets/tests/test_download_manager.py:mock_request,mock_request,function,2,2,2,20,10.0,0,0,"['*args', '**kwargs']","[None, None]","[None, None]",28,[],['MockResponse'],1
repos/datasets/tests/test_download_manager.py:test_download_manager_delete_extracted_files,test_download_manager_delete_extracted_files,function,19,36,30,590,16.39,0,0,['xz_file'],[None],[None],123,[],"['DownloadConfig', 'DownloadManager', 'dl_manager.extract', 'Path', 'hash_url_to_filename', 'extracted_path.exists', 'dl_manager.delete_extracted_files']",7
repos/datasets/tests/test_download_manager.py:test_download_manager_download,test_download_manager_download,function,41,99,84,1389,14.03,1,2,"['urls_type', 'tmp_path', 'monkeypatch']","[None, None, None]","[None, None, None]",33,[],"['monkeypatch.setattr', 'DownloadConfig', 'DownloadManager', 'dl_manager.download', 'isinstance', 'type', 'len', 'downloaded_paths.keys', 'urls.keys', 'list', 'zip', 'NestedDataStructure', 'Path', 'downloaded_path.exists', 'downloaded_path.read_text', 'downloaded_path.with_suffix', 'metadata_downloaded_path.exists', 'json.loads']",18
repos/datasets/tests/test_download_manager.py:test_download_manager_extract,test_download_manager_extract,function,38,103,73,1451,14.09,2,3,"['paths_type', 'xz_file', 'text_file', 'extract_on_the_fly']","[None, None, None, None]","[None, None, None, None]",77,[],"['str', 'issubclass', 'DownloadConfig', 'DownloadManager', 'dl_manager.extract', 'isinstance', 'extracted_paths.keys', 'extracted_paths.values', 'paths.values', 'zip', 'Path', 'hash_url_to_filename', 'extracted_path.exists', 'extracted_path.read_text', 'text_file.read_text', 'StreamingDownloadManager', 'xopen']",17
